id,country,year,gdp_growth,employment_thousands,sector
64,South Africa,1999,2.3999999974633823,1751.053,Manufacturing
65,South Africa,1999,2.3999999974633823,103.494,Utilities
66,South Africa,1999,2.3999999974633823,699.75,Construction
67,South Africa,1999,2.3999999974633823,2814.589111328125,Trade services
68,South Africa,1999,2.3999999974633823,645.595,Transport services
69,South Africa,1999,2.3999999974633823,1009.198974609375,Finance and business services
70,South Africa,1999,2.3999999974633823,2787.4208984375,Other services
71,South Africa,2015,1.3218622367822943,16130.1015625,Total
72,South Africa,2015,1.3218622367822943,831.181632753459,Agriculture
73,South Africa,2015,1.3218622367822943,487.8100336861896,Mining
74,South Africa,2015,1.3218622367822943,1781.5890224265806,Manufacturing
75,South Africa,2015,1.3218622367822943,141.07676486121798,Utilities
76,South Africa,2015,1.3218622367822943,1367.2960913749027,Construction
77,South Africa,2015,1.3218622367822943,3297.511914059293,Trade services
78,South Africa,2015,1.3218622367822943,895.7477224263237,Transport services
79,South Africa,2015,1.3218622367822943,2310.520929428931,Finance and business services
80,South Africa,2015,1.3218622367822943,5017.367854153869,Other services
81,South Africa,2011,3.168556278588184,14377.880859375,Total
82,South Africa,2011,3.168556278588184,661.444,Agriculture
83,South Africa,2011,3.168556278588184,339.41,Mining
84,South Africa,2011,3.168556278588184,1912.829,Manufacturing
85,South Africa,2011,3.168556278588184,92.404,Utilities
86,South Africa,2011,3.168556278588184,1131.564,Construction
87,South Africa,2011,3.168556278588184,3215.19091796875,Trade services
88,South Africa,2011,3.168556278588184,827.438,Transport services
89,South Africa,2011,3.168556278588184,1859.5350341796875,Finance and business services
