STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_TOTAL,Sector: Total,_Z,Not Applicable,_Z,Not Applicable,2002,5471.14013671875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_1,Sector: Agriculture,_Z,Not Applicable,_Z,Not Applicable,2002,2022.175,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_2,Sector: Mining,_Z,Not Applicable,_Z,Not Applicable,2002,60.773,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_3,Sector: Manufacturing,_Z,Not Applicable,_Z,Not Applicable,2002,168.209,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_4,Sector: Utilities,_Z,Not Applicable,_Z,Not Applicable,2002,17.595,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_5,Sector: Construction,_Z,Not Applicable,_Z,Not Applicable,2002,250.817,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_6,Sector: Trade services,_Z,Not Applicable,_Z,Not Applicable,2002,1415.0960693359375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_7,Sector: Transport services,_Z,Not Applicable,_Z,Not Applicable,2002,210.613,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_8,Sector: Finance and business services,_Z,Not Applicable,_Z,Not Applicable,2002,45.92900085449219,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_9,Sector: Other services,_Z,Not Applicable,_Z,Not Applicable,2002,1279.9329833984375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_TOTAL,Sector: Total,_Z,Not Applicable,_Z,Not Applicable,2003,5671.10498046875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_1,Sector: Agriculture,_Z,Not Applicable,_Z,Not Applicable,2003,2070.82,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_2,Sector: Mining,_Z,Not Applicable,_Z,Not Applicable,2003,61.468,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_3,Sector: Manufacturing,_Z,Not Applicable,_Z,Not Applicable,2003,172.634,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_4,Sector: Utilities,_Z,Not Applicable,_Z,Not Applicable,2003,19.528,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_5,Sector: Construction,_Z,Not Applicable,_Z,Not Applicable,2003,260.053,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_6,Sector: Trade services,_Z,Not Applicable,_Z,Not Applicable,2003,1502.0,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_7,Sector: Transport services,_Z,Not Applicable,_Z,Not Applicable,2003,199.874,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_8,Sector: Finance and business services,_Z,Not Applicable,_Z,Not Applicable,2003,50.3489990234375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_9,Sector: Other services,_Z,Not Applicable,_Z,Not Applicable,2003,1334.37890625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_TOTAL,Sector: Total,_Z,Not Applicable,_Z,Not Applicable,2004,5905.18408203125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_1,Sector: Agriculture,_Z,Not Applicable,_Z,Not Applicable,2004,2135.687,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_2,Sector: Mining,_Z,Not Applicable,_Z,Not Applicable,2004,63.887,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_3,Sector: Manufacturing,_Z,Not Applicable,_Z,Not Applicable,2004,178.735,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_4,Sector: Utilities,_Z,Not Applicable,_Z,Not Applicable,2004,20.674,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_5,Sector: Construction,_Z,Not Applicable,_Z,Not Applicable,2004,273.807,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_6,Sector: Trade services,_Z,Not Applicable,_Z,Not Applicable,2004,1582.2540283203125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_7,Sector: Transport services,_Z,Not Applicable,_Z,Not Applicable,2004,199.064,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_8,Sector: Finance and business services,_Z,Not Applicable,_Z,Not Applicable,2004,57.08700180053711,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_9,Sector: Other services,_Z,Not Applicable,_Z,Not Applicable,2004,1393.989013671875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_TOTAL,Sector: Total,_Z,Not Applicable,_Z,Not Applicable,2005,6374.953125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_1,Sector: Agriculture,_Z,Not Applicable,_Z,Not Applicable,2005,2448.782,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_2,Sector: Mining,_Z,Not Applicable,_Z,Not Applicable,2005,70.8,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_3,Sector: Manufacturing,_Z,Not Applicable,_Z,Not Applicable,2005,176.177,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_4,Sector: Utilities,_Z,Not Applicable,_Z,Not Applicable,2005,19.981,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_5,Sector: Construction,_Z,Not Applicable,_Z,Not Applicable,2005,303.044,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_6,Sector: Trade services,_Z,Not Applicable,_Z,Not Applicable,2005,1627.7469482421875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_7,Sector: Transport services,_Z,Not Applicable,_Z,Not Applicable,2005,212.137,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_8,Sector: Finance and business services,_Z,Not Applicable,_Z,Not Applicable,2005,72.23200225830078,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_9,Sector: Other services,_Z,Not Applicable,_Z,Not Applicable,2005,1444.052978515625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_TOTAL,Sector: Total,_Z,Not Applicable,_Z,Not Applicable,2006,6833.17822265625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_1,Sector: Agriculture,_Z,Not Applicable,_Z,Not Applicable,2006,2748.234,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_2,Sector: Mining,_Z,Not Applicable,_Z,Not Applicable,2006,72.106,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_3,Sector: Manufacturing,_Z,Not Applicable,_Z,Not Applicable,2006,171.023,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_4,Sector: Utilities,_Z,Not Applicable,_Z,Not Applicable,2006,22.586,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_5,Sector: Construction,_Z,Not Applicable,_Z,Not Applicable,2006,331.178,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_6,Sector: Trade services,_Z,Not Applicable,_Z,Not Applicable,2006,1680.2550048828125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_7,Sector: Transport services,_Z,Not Applicable,_Z,Not Applicable,2006,225.717,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_8,Sector: Finance and business services,_Z,Not Applicable,_Z,Not Applicable,2006,91.15399932861328,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_9,Sector: Other services,_Z,Not Applicable,_Z,Not Applicable,2006,1490.925048828125,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_TOTAL,Sector: Total,_Z,Not Applicable,_Z,Not Applicable,2007,7335.2021484375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_1,Sector: Agriculture,_Z,Not Applicable,_Z,Not Applicable,2007,3101.016,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_2,Sector: Mining,_Z,Not Applicable,_Z,Not Applicable,2007,76.99,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_3,Sector: Manufacturing,_Z,Not Applicable,_Z,Not Applicable,2007,167.203,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_4,Sector: Utilities,_Z,Not Applicable,_Z,Not Applicable,2007,22.973,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_5,Sector: Construction,_Z,Not Applicable,_Z,Not Applicable,2007,363.823,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_6,Sector: Trade services,_Z,Not Applicable,_Z,Not Applicable,2007,1716.4830322265625,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_7,Sector: Transport services,_Z,Not Applicable,_Z,Not Applicable,2007,238.433,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_8,Sector: Finance and business services,_Z,Not Applicable,_Z,Not Applicable,2007,115.68199920654295,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_9,Sector: Other services,_Z,Not Applicable,_Z,Not Applicable,2007,1532.5989990234375,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ASPD_EMPLOYMENT,Employment (thousands),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PS,Persons,WB_ASPD_TOTAL,Sector: Total,_Z,Not Applicable,_Z,Not Applicable,2008,7830.8388671875,WB_ASPD,Global Productivity: A Cross-country Database of Productivity,3,Thousands,NUMBER,Number (real number),602,CCYY,,A,Normal value,PU,Public
