REF_AREA_LABEL,TIME_PERIOD,GDP_Growth,Employment_Thousands,Sector
South Africa,2015,1.3218622367822943,2310.520929428931,Sector: Finance and business services
South Africa,2015,1.3218622367822943,5017.367854153869,Sector: Other services
South Africa,2011,3.168556278588184,14377.880859375,Sector: Total
South Africa,2011,3.168556278588184,661.444,Sector: Agriculture
South Africa,2011,3.168556278588184,339.41,Sector: Mining
South Africa,2011,3.168556278588184,1912.829,Sector: Manufacturing
South Africa,2011,3.168556278588184,92.404,Sector: Utilities
South Africa,2011,3.168556278588184,1131.564,Sector: Construction
South Africa,2011,3.168556278588184,3215.19091796875,Sector: Trade services
South Africa,2011,3.168556278588184,827.438,Sector: Transport services
South Africa,2011,3.168556278588184,1859.5350341796875,Sector: Finance and business services
South Africa,2011,3.168556278588184,4338.06591796875,Sector: Other services
South Africa,2003,2.94907546754213,11830.1220703125,Sector: Total
South Africa,2003,2.94907546754213,1171.998,Sector: Agriculture
South Africa,2003,2.94907546754213,651.495,Sector: Mining
South Africa,2003,2.94907546754213,1844.561,Sector: Manufacturing
South Africa,2003,2.94907546754213,103.812,Sector: Utilities
South Africa,2003,2.94907546754213,708.802,Sector: Construction
South Africa,2003,2.94907546754213,2818.561767578125,Sector: Trade services
South Africa,2003,2.94907546754213,660.563,Sector: Transport services
South Africa,2003,2.94907546754213,1265.8519287109375,Sector: Finance and business services
South Africa,2003,2.94907546754213,2604.47705078125,Sector: Other services
South Africa,2000,4.2000000006782585,11884.9345703125,Sector: Total
South Africa,2000,4.2000000006782585,1179.646,Sector: Agriculture
South Africa,2000,4.2000000006782585,626.365,Sector: Mining
South Africa,2000,4.2000000006782585,1787.116,Sector: Manufacturing
South Africa,2000,4.2000000006782585,105.229,Sector: Utilities
South Africa,2000,4.2000000006782585,720.374,Sector: Construction
South Africa,2000,4.2000000006782585,2887.2158203125,Sector: Trade services
South Africa,2000,4.2000000006782585,661.754,Sector: Transport services
South Africa,2000,4.2000000006782585,1058.0679931640625,Sector: Finance and business services
South Africa,2000,4.2000000006782585,2859.1669921875,Sector: Other services
South Africa,2009,-1.5380891352558308,14595.646484375,Sector: Total
South Africa,2009,-1.5380891352558308,739.856,Sector: Agriculture
South Africa,2009,-1.5380891352558308,346.832,Sector: Mining
South Africa,2009,-1.5380891352558308,2010.916,Sector: Manufacturing
South Africa,2009,-1.5380891352558308,106.72,Sector: Utilities
South Africa,2009,-1.5380891352558308,1221.306,Sector: Construction
South Africa,2009,-1.5380891352558308,3208.25,Sector: Trade services
South Africa,2009,-1.5380891352558308,821.027,Sector: Transport services
South Africa,2009,-1.5380891352558308,1915.467041015625,Sector: Finance and business services
South Africa,2009,-1.5380891352558308,4225.27197265625,Sector: Other services
South Africa,1991,-1.0182449675445042,9436.1015625,Sector: Total
South Africa,1991,-1.0182449675445042,1037.3091745504066,Sector: Agriculture
South Africa,1991,-1.0182449675445042,607.2623111231554,Sector: Mining
South Africa,1991,-1.0182449675445042,1623.6198563854075,Sector: Manufacturing
South Africa,1991,-1.0182449675445042,71.06369142492693,Sector: Utilities
South Africa,1991,-1.0182449675445042,507.8434540639142,Sector: Construction
South Africa,1991,-1.0182449675445042,2237.4028955532594,Sector: Trade services
South Africa,1991,-1.0182449675445042,509.81683240690296,Sector: Transport services
South Africa,1991,-1.0182449675445042,642.5104324003395,Sector: Finance and business services
South Africa,1991,-1.0182449675445042,2199.2733500341647,Sector: Other services
South Africa,1987,2.100729020536747,7764.2197265625,Sector: Total
South Africa,1987,2.100729020536747,1006.7676728284428,Sector: Agriculture
South Africa,1987,2.100729020536747,541.5058524856188,Sector: Mining
South Africa,1987,2.100729020536747,1498.2204093515884,Sector: Manufacturing
South Africa,1987,2.100729020536747,62.24049034083877,Sector: Utilities
South Africa,1987,2.100729020536747,490.1846760062908,Sector: Construction
South Africa,1987,2.100729020536747,1638.7044420736388,Sector: Trade services
South Africa,1987,2.100729020536747,423.37661728741216,Sector: Transport services
South Africa,1987,2.100729020536747,434.0288919878935,Sector: Finance and business services
South Africa,1987,2.100729020536747,1669.1908079358243,Sector: Other services
South Africa,1990,-0.3177604265403744,9024.0693359375,Sector: Total
South Africa,1990,-0.3177604265403744,1029.0643804476283,Sector: Agriculture
South Africa,1990,-0.3177604265403744,606.0347746139112,Sector: Mining
South Africa,1990,-0.3177604265403744,1613.0984412733842,Sector: Manufacturing
South Africa,1990,-0.3177604265403744,67.29088478889544,Sector: Utilities
South Africa,1990,-0.3177604265403744,523.1407776450646,Sector: Construction
South Africa,1990,-0.3177604265403744,2086.000966913084,Sector: Trade services
South Africa,1990,-0.3177604265403744,495.5035764396725,Sector: Transport services
South Africa,1990,-0.3177604265403744,594.8503356433372,Sector: Finance and business services
South Africa,1990,-0.3177604265403744,2009.084776828924,Sector: Other services
South Africa,1980,6.62058342724157,6387.1318359375,Sector: Total
South Africa,1980,6.62058342724157,912.9696282535834,Sector: Agriculture
South Africa,1980,6.62058342724157,476.96317380756057,Sector: Mining
South Africa,1980,6.62058342724157,1325.3179615826673,Sector: Manufacturing
South Africa,1980,6.62058342724157,43.57721381878292,Sector: Utilities
South Africa,1980,6.62058342724157,350.67785245933965,Sector: Construction
South Africa,1980,6.62058342724157,1332.481309602094,Sector: Trade services
South Africa,1980,6.62058342724157,346.60914380117424,Sector: Transport services
South Africa,1980,6.62058342724157,288.7621238256948,Sector: Finance and business services
South Africa,1980,6.62058342724157,1309.7732891779729,Sector: Other services
South Africa,1985,-1.2115408824038667,7247.0869140625,Sector: Total
South Africa,1985,-1.2115408824038667,988.293109034695,Sector: Agriculture
South Africa,1985,-1.2115408824038667,493.6640021150931,Sector: Mining
South Africa,1985,-1.2115408824038667,1453.772942540617,Sector: Manufacturing
South Africa,1985,-1.2115408824038667,58.88182874882508,Sector: Utilities
South Africa,1985,-1.2115408824038667,493.70714830817167,Sector: Construction
South Africa,1985,-1.2115408824038667,1496.0263813681536,Sector: Trade services
South Africa,1985,-1.2115408824038667,394.4420327380303,Sector: Transport services
South Africa,1985,-1.2115408824038667,397.7682550944341,Sector: Finance and business services
South Africa,1985,-1.2115408824038667,1470.5310741658277,Sector: Other services
South Africa,1981,5.360791059640448,6551.28662109375,Sector: Total
South Africa,1981,5.360791059640448,929.010791054508,Sector: Agriculture
South Africa,1981,5.360791059640448,470.2058434950362,Sector: Mining
South Africa,1981,5.360791059640448,1385.2375139078777,Sector: Manufacturing
South Africa,1981,5.360791059640448,45.21449739817481,Sector: Utilities
South Africa,1981,5.360791059640448,402.39940435879953,Sector: Construction
South Africa,1981,5.360791059640448,1343.8200540132375,Sector: Trade services
South Africa,1981,5.360791059640448,359.1988092083932,Sector: Transport services
South Africa,1981,5.360791059640448,306.63893430414186,Sector: Finance and business services
South Africa,1981,5.360791059640448,1309.5606766977703,Sector: Other services
South Africa,1983,-1.8465577459506333,6898.32275390625,Sector: Total
South Africa,1983,-1.8465577459506333,961.245301940123,Sector: Agriculture
South Africa,1983,-1.8465577459506333,448.47045717579465,Sector: Mining
South Africa,1983,-1.8465577459506333,1416.758834701637,Sector: Manufacturing
South Africa,1983,-1.8465577459506333,52.69359708028353,Sector: Utilities
South Africa,1983,-1.8465577459506333,459.7490130731391,Sector: Construction
South Africa,1983,-1.8465577459506333,1412.4100769200095,Sector: Trade services
South Africa,1983,-1.8465577459506333,372.1864218104808,Sector: Transport services
South Africa,1983,-1.8465577459506333,357.6182341900504,Sector: Finance and business services
South Africa,1983,-1.8465577459506333,1417.1906077137523,Sector: Other services
South Africa,1982,-0.3834191083754348,6727.025390625,Sector: Total
South Africa,1982,-0.3834191083754348,945.2668895096282,Sector: Agriculture
South Africa,1982,-0.3834191083754348,450.2458435683173,Sector: Mining
South Africa,1982,-0.3834191083754348,1415.643514003367,Sector: Manufacturing
South Africa,1982,-0.3834191083754348,48.46598069357974,Sector: Utilities
South Africa,1982,-0.3834191083754348,442.1338323373787,Sector: Construction
South Africa,1982,-0.3834191083754348,1377.0117592089423,Sector: Trade services
South Africa,1982,-0.3834191083754348,366.5049249199538,Sector: Transport services
South Africa,1982,-0.3834191083754348,329.0690758583811,Sector: Finance and business services
South Africa,1982,-0.3834191083754348,1352.6833731569957,Sector: Other services
South Africa,1966,4.438386089468892,5157.68408203125,Sector: Total
South Africa,1966,4.438386089468892,1259.3349951858204,Sector: Agriculture
South Africa,1966,4.438386089468892,403.8705167811873,Sector: Mining
